topic,rank,representativeness_score,keywords,country,doc_id,heading_context,bertopic_text,original_text
4,3,0.2960812278594143,"competency, design, knowledge, progression, skill, ethic, expect, ethical, mindset, social, aspect, pedagogical",unknown,policy_ai_competency_framework_for_students,Adapt performance scenarios to assess overt performance and latent competencies,adapt performance scenario assess performance competency assessment mindset ethic knowledge skill design authentic test assess integral competency blend integrate ethical principle knowledge skill computational engineering think critically evaluate redesign assessment integrate competency solve problem curriculum developer design open authentic task breadth competency adapt progression grade scale design reflect measurement open competency authentic assessment task grade scale competency design assessment item frame detailed specification competency block configuration assessment task method a,"Adapt performance scenarios to assess overt performance and latent competencies

the domain-specific assessments of mindset, understanding and practices of ethics, knowledge and skills, design and use authentic project-based testing to assess students' integral competencies to blend and integrate ethical principles, AI knowledge and skills, and computational and engineering thinking to critically evaluate AI tools, redesign algorithms or co-create AI systems. These projectbased assessments of how students can integrate AI competencies to solve problems require curriculum developers or teachers to design open and authentic tasks; the breadth of the required competencies should be adapted to the different progression levels, and appropriate grading scales need to be designed to reflect the measurement of open and multilayered competencies. - Configure authentic assessment tasks and grading scales for AI competencies: The design of assessment items can be framed by the detailed specificat"
4,4,0.28586907544043544,"competency, design, knowledge, progression, skill, ethic, expect, ethical, mindset, social, aspect, pedagogical",unknown,policy_ai_competency_framework_for_students,Box 7: Pedagogical methodologies in the MIT curriculum on the ethics of AI for middle school students,pedagogical methodology mit curriculum ethic middle build teachable sort picture biased consistent result facilitate leverage knowledge base practical skill exploration reflect outcome determine cause bias design methodology confirm know result advanced serve political agenda source concept algorithmic bias agency ethical value invest item undertaken group individual build earlier identification task reflection early critical analysis potentially conflict interest value knowledge apply complex problem outcomes pedagogical advantage construct ethical recommender exemplify critical thinking exer,"Box 7: Pedagogical methodologies in the MIT curriculum on the ethics of AI for middle school students

build an AI in Teachable Machine that will sort pictures of cats and dogs, but are given a biased dataset that does not yield consistent results. This is an example of facilitated experiential learning, where students leverage a knowledge base about AI and develop practical skills through hands-on, guided exploration. They need to reflect on the outcome of their work and determine the causes of the inconsistencies (bias). Confirmation design, in which students are provided with a question and methodology to confirm a known result, can be used. At more advanced levels, students can |
| Understand that all technical systems are socio-technical systems, and that socio- technical systems serve political agendas and are not neutral sources of information . Students engage concepts such as the stated and hidden goals of algorithms, algorithmic bias and human agency. | Create an ethical matr"
4,5,0.28182989659246255,"competency, design, knowledge, progression, skill, ethic, expect, ethical, mindset, social, aspect, pedagogical",unknown,policy_ai_competency_framework_for_students,Level 1: Understand,progression reflect increase proficiency ethical expect progress specification competency block guide formative evaluation competency inform design agile pedagogical methodology design individual interact form course live true provider user value knowledge skill safe inform meaningful manner daily interaction life expect foster construct interpretation value ethical concept method underlying explain exemplify knowledge connection social novel knowledge integrate knowledge mastery essential attitudinal cognitive practical foundation study define competency domain overall,"Level 1: Understand 3.2 Progression levels

The three levels reflect increasing sophistication, proficiency and ethical consciousness in using and co-creating AI technology. Students are expected to progress through them reciprocally. These levels, and the specifications of each competency block, can guide both the formative and summative evaluations of students' AI competencies, as well as inform the design of contextually relevant and agile pedagogical methodologies.

Level 1: Understand

This first level is designed for all students. All individuals are, or will be, interacting with some form of AI over the course of their lives. It is also true that AI providers have been mining and manipulating data from almost all internet users. All students must therefore develop the human-centred values, knowledge and skills needed to engage in a safe, informed and meaningful manner in their daily interaction with AI in various spheres of life. At the 'Understand' level, students are expected "
5,1,0.5254026179468291,"child, sexual, recommender, abuse, convention, council, act, protection, parent, unicef, safety, youth",ireland,policy_oco_ai_policy_spotlight_report,Recommendations and guidance on the digital environment and AI,recommendation guidance environment share potential note public authority proactive regulation prompt alternative innovation developer series recommendation line set recommendation preparation note independent structure play crucial prevention mitigation oversight crucial involved regulation particularly enforcement supervision standard council europe design protection potential protect harm structure play address march council europe publish declaration youth participation governance adopt people december declaration highlight nature private sector legal safeguard absence youth emerge governa,"Recommendations and guidance on the digital environment and AI

information sharing about AI and its potential impact on human rights. It notes a reactive approach taken by public authorities rather than proactive regulation, which would prompt alternative innovation by AI developers. The Commissioner makes a series of recommendations in line with the areas set out in the 2019 recommendation. In preparation of this report, the Commissioner noted that effective, independent national human rights structures play a crucial role in the prevention, mitigation and oversight of the human rights impacts of AI systems. 91 She stated that it is crucial they be involved in all processes related to AI and its regulation, particularly enforcement and supervision of standards at national level. 90 Council of Europe (2023), Human rights by design: future-proofing human rights protection in the era of AI . See also: Commissioner for Human Rights, Ensure human rights in the era of AI and unleash its po"
5,2,0.5149091167358473,"child, sexual, recommender, abuse, convention, council, act, protection, parent, unicef, safety, youth",ireland,policy_oco_ai_policy_spotlight_report,AI Act and AI policy,act place test monitor potential harm child deployment phase european guideline automate individual purpose regulation ibid strategy child society theme target action ict company legal framework pose significant risk fundamental child action training age basic emerge strong representation participation people research industry encourage training institution aware european ethical guideline usage educator research innovation horizon europe build ethic guideline trustworthy accompany train ethical aspect june adopt act propose european president legal framework world regulation directly applicab,"AI Act and AI policy

AI system, and whether a process has been put in place to test and monitor for potential harm to children during the development, deployment and use phases of the AI system. 96 European Commission (2018), Guidelines on Automated individual decision-making and Profiling for the purposes of Regulation 2016/679. 97 Ibid. The EU strategy on the rights of the child 2021-2024 includes the digital and information society as one of six themed areas for targeted actions by the EU, Member States and ICT companies. Within this area, it states that EU legal framework for AI will identify the use of high-risk AI systems that pose significant risks to fundamental rights, including of children. The EU's Digital Education Action Plan 2021-2027 Resetting education and training for the digital age states that everyone should acquire a basic understanding of new and emerging technologies including AI, stronger representation and participation of young people in AI research and the A"
5,3,0.5047902176516896,"child, sexual, recommender, abuse, convention, council, act, protection, parent, unicef, safety, youth",ireland,policy_2025_12_16_first_interim_report_en,1. RECOMMENDATIONS,recommendation adoption governance ethic focus upskilling age council currently operate voluntary basis fund broadly representative society complement office track project job skill independent advice away act try treat minimum baseline regulation standard proper exist regulation strategy act act protection act safety essential additional training competent authority designate act exist gdpr continue apply gdpr principle apply redress mechanism individual directive strengthen content train consent creator harmful content push recommender address act code stem recommender default social medium ,"1. RECOMMENDATIONS

on AI adoption, governance, and ethics. There should be a specific focus on upskilling and reskilling for the AI age. 9. The AI Advisory Council, which currently operates on a voluntary basis, should be put on a permanent footing, provided with State funding and be broadly representative of society. 10. An AI Observatory should be established to complement the National AI Office and track real-time issues and project future impacts on jobs and skills to provide independent forecasting and policy advice. 11. Ireland must not shy away from the EU AI Act or try to dilute it. We should treat it as a minimum baseline for national AI regulation, not a maximum standard. 12. Implementation and proper resourcing of existing regulations and strategies, such as the EU AI Act, the Digital Services Act, the Data Protection Acts and the online safety codes, is essential. This should include additional training and resources for the competent authorities designated under the AI Ac"
5,4,0.4851224562685612,"child, sexual, recommender, abuse, convention, council, act, protection, parent, unicef, safety, youth",ireland,policy_oco_ai_policy_spotlight_report,National policy,welcome skill june harness framework strategy public group trustworthy public publish guideline prepare act set seven requirement draw european ethical guideline trustworthy seven requirement agency oversight robustness safety governance fairness environmental specifically child guideline wellbeing commitment leader economy commit thing invest centre expertise regulation regulatory hub company operate single market realise increase productivity business partner innovation investment potential protect privacy fundamental invest skill basic literacy citizen skill necessary deployment innovation ,"National policy

Collins welcome report on future skills needs for the use of AI in Ireland, 23 June 2022. 123 Government of Ireland (2022), Harnessing Digital: The Digital Ireland Framework . 124 Department of Education (2022), Digital Strategy for Schools to 2027 . on the use of AI in the Public Service. 125 A cross-Department Working Group on Trustworthy AI in the Public Service published Interim Guidelines for Use of AI in preparing for the EU AI Act, which set out seven key requirements drawn from the European Commission Ethical Guidelines for Trustworthy AI. 126 The seven requirements are:

- -Human agency and oversight
- -Technical robustness and safety
- -Privacy and data governance
- -Transparency
- -Diversity, non-discrimination and fairness
- -Societal and environmental well-being
- -Accountability

No reference is made specifically to the rights of children, but the guidelines reference an impact on human rights and wellbeing. The Programme for Government 2025 includes refe"
5,5,0.48469603805859296,"child, sexual, recommender, abuse, convention, council, act, protection, parent, unicef, safety, youth",ireland,policy_2025_12_16_first_interim_report_en,Glossary,glossary define act follow design operate autonomy deployment explicit objectives input generate outputs prediction content recommendation decision influence physical virtual environment gdpr protection regulation european union regulation privacy european union european economic smes small llms large language advance design generate unicef know united international child fund agency child protect child united convention child bias bias usually involve incident produce damage discriminatory bias stereotype refer network widely physical mental comparison generate summarise note universal design,"Glossary

AI: Artificial intelligence, is defined in the EU AI Act as follows: AI system' means a machine -based system that is designed to operate with varying levels of autonomy, that may exhibit adaptiveness after deployment and that, for explicit or implicit objectives, infers, from the input it receives, how to generate outputs such as predictions, content, recommendations or decisions that can influence physical or virtual environments. GDPR: General Data Protection Regulation, a European Union regulation on information privacy in the European Union and the European Economic Area. SMEs: Small and medium-sized enterprises LLMs: Large language models, advanced artificial intelligence systems designed to understand and generate human-like text. UNICEF: Originally known as the United Nations International Children's Emergency Fund, the United Nations agency for children, works to protect the rights of every child. UNCRC: United Nations Convention on the Rights of the Child Bias: In A"
6,1,0.7913488967561653,"strategy, learner, progress, competence, pillar, leader, infrastructure, procurement, skill, professional, assessment, pdst",ireland,policy_digital_strategy_for_schools_to_2027,Structure and Timelines,structure timeline strategy align run high objec pillar pillar assessment strengthen confidence competence assessment learner skill necessary navigate complex world leader guide build capacity increase confidence professional tpl experience learner necessary competence inform experience realise assessment curriculum pillar infrastructure commitment build progress date serve high speed infrastructure learner realise procurement framework pillar look research leadership sustainable guide progress leverage underway strategy learner competence leader term ethical safe disseminate ongoing research ,"Structure and Timelines

This Strategy will align with the dura ti on of the EU DEAP and run un ti l 2027. It sets out the high level objec ti ves under three Pillars. Pillar 1 Suppor ti ng the embedding of digital technologies in teaching, learning and assessment

- Suppor ti ng our teachers to strengthen ­ their confidence and competence in using digital technologies in teaching, learning and assessment in schools, to ensure all learners develop the digital skills necessary to navigate a complex digital world. In tandem, suppor ti ng school leaders to guide and build capacity and increase teacher confidence through appropriate teacher professional learning (TPL), to ensure appropriate developmental learning experiences for all learners to enable them develop the necessary digital competence. This will be informed by learning from the experience of COVID ­ 19 to be tt er realise the effec ti ve use of digital technologies in teaching, learning and assessment across the en ti re curric"
6,2,0.7319296673780094,"strategy, learner, progress, competence, pillar, leader, infrastructure, procurement, skill, professional, assessment, pdst",ireland,policy_digital_strategy_for_schools_to_2027,1.1. Introduc ti on and background,introduc background learner research progress posi remote progress early care contexts second advancement progress introduce previous strategy leader learner broad skill evident build confidence competence leader assessment learner skill empower facilitate planning skill digitally competent confident profession capacity build competence learner pillar address leader grow learner core line vision strategy priority arise curriculum planning skill,"1.1. Introduc ti on and background

learners. Research shows that where schools had developed their Digital Learning Plans and had progressed the use of digital technologies in their school, they were in a much be tt er posi ti on to move to remote teaching and learning than those who had made less progress 9 . 9 h tt ps://www.gov.ie/en/publica ti on/c0053 ­ digital ­ learning ­ 2020 ­ repor ti ng ­ on ­ prac ti ce ­ in ­ early ­ learning ­ and ­ care ­ primary ­ and ­ post ­ primary ­ contexts/ and h tt ps://www.esri.ie/publica ti ons/learning ­ for ­ all ­ second ­ level ­ educa ti on ­ in ­ ireland ­ during ­ covid ­ 19

There has been much advancement and progress made due to the supports and resources introduced under the previous Strategy, the exper ti se developed by teachers and school leaders and the opportuni ti es for learners to develop a broad range of digital skills. It is evident from the consulta ti on process that more needs to be done to con ti nue to build the confid"
6,3,0.722909547234479,"strategy, learner, progress, competence, pillar, leader, infrastructure, procurement, skill, professional, assessment, pdst",ireland,policy_digital_strategy_for_schools_to_2027,Structure and Timelines,structure timeline disseminate ongoing research emerge sector strategy aim prepared progress assessment override objec strategy design experience encompass learner flexible agile world learner regardless economic background journey strategy align leverage contain strategy progress build competence empower learner global dynamic society intend oversight measurement procedure strategy group help strategy inform rela high objec lead internal strategy steer group involve ongoing engagement partner run end phase review inform,"Structure and Timelines

disseminate ongoing research to iden ti fy opportuni ti es and challenges of emerging technologies for the school sector. The Digital Strategy's three Pillars aim to ensure that the school system is prepared for and con ti nues to progress the embedding of digital technologies in teaching, learning and assessment. The overriding objec ti ve of this Strategy is to support our school system in designing and developing learning experiences that encompass the development of digital competences for all learners; is flexible and agile availing of opportuni ti es and mee ti ng the challenges of a digital world and empowers every learner regardless of socio economic background, learning needs or geographical loca ti on, to engage with digital technology as part of their educa ti on journey. This Strategy will align with and leverage policy developments contained in other strategies to progress implementa ti on and in so doing, build and support the development of a ran"
6,4,0.7076326419917338,"strategy, learner, progress, competence, pillar, leader, infrastructure, procurement, skill, professional, assessment, pdst",ireland,policy_digital_strategy_for_schools_to_2027,Pillar 3 Objec ti ves,pillar objec strategy associate complement strategy assistance guidance strategy assessment monitor interna research context disseminate engagement research undertake research inform high quality safe responsible ethical inform interna best facilitate communica wider community ecosystem cularly parent learner importance alignment sustainable planning highlight strategy foster alignment agency oversight structure progress leadership research relevance life strategy cular focus strategy experience learner strategy complement wider,"Pillar 3 Objec ti ves

- Ensure the Digital Strategy for Schools to 2027 and its associated Implementa ti on Plan supports and complements other relevant strategies and polices both na ti onally and at EU level. - Provide assistance and guidance to schools to understand how relevant strategies related to the use of digital technologies in teaching, learning and assessment can be implemented. - Con ti nue to engage with and monitor relevant interna ti onal and EU ini ti a ti ves including the EU DEAP so that research and supports can be considered and adopted for the Irish context and disseminated to the system. - Promote par ti cipa ti on and engagement in EU and na ti onal research. - Undertake research in key areas to inform the development of relevant supports and resources for schools. - Con ti nue to support the development and dissemina ti on of high quality resources to promote the safe, responsible and ethical use of the internet and digital technology, informed by na ti onal a"
6,5,0.6997066291389391,"strategy, learner, progress, competence, pillar, leader, infrastructure, procurement, skill, professional, assessment, pdst",ireland,policy_digital_strategy_for_schools_to_2027,1.7. Teacher Professional Learning,professional competence design learner competent confident learner strategy deliver build exis strategy addi skill leader digitally competent confident turn foster skill knowledge curriculum strategy place strong focus assessment embed capacity awareness clear exis content interna summarise baseline coherent flexible sustainable professional successful subject class knowledge meaningfully cular professional focus centred pedagogy employ interdisciplinary project task learner real world problem solve meaningful order happen culture encourages cri assessment,"1.7. Teacher Professional Learning

their digital competence to design learning environments that enable learners to become competent and confident digital learners. 23 The new Digital Strategy will work towards delivering on the iden tifi ed needs through building on the exis ti ng policies and strategies and providing addi ti onal resources where required. This will include enhancing the skills development of teachers and school leaders to ensure a digitally competent and confident educa ti on system, which will in turn foster the development of digital skills, knowledge and understanding in our student popula ti on as provided for in the curriculum. The new Strategy will place a stronger focus on the effec ti ve use of digital technologies in all teaching, learning and assessment ac ti vi ti es and suppor ti ng schools to further embed effec ti ve digital capacity planning and development. An awareness programme will also be developed to provide clear signposts to exis ti ng and fut"
7,1,0.29813455608294337,"elementary, math, english, achievement, write, think, disadvantage, high, thing, regression, socioeconomic, know",usa,policy_guidetoaiinschools,Teacher Perspectives,ethical principle hear raise ethical cheat age environmental university analyze ethic guideline statement principle list principle organize talk ethical dilemma transparency generate output clear output determine disclose note user explain output research suggest explanation accurate tell determine output disclose grade paper transparent fact run write assessment english instructor justice fairness inclusive equitable accessible harm user creator responsibility legal form accountability clarify privacy user private secure user context uphold legal ethical obligation harm result negative outcom,"Teacher Perspectives Ethical Principles Related to the Use of AI in K-12 Education

We heard from teachers that AI tools raise a lot of ethical issues: What constitutes cheating in the age of AI? What about the environmental impacts? Scholars from the University of Alberta analyzed ethics guideline statements for the use of AI in schools and identified the principles listed below [5], [6]. We use these principles to organize how teachers talk about these ethical dilemmas.

Transparency

when an AI tool generates output, it should be clear how the output was determined; when a human uses AI, the use should be disclosed

Note: While it is sometimes possible for the user to ask the tool to explain its output, research suggests that these explanations may not be accurate[7]

Key Questions

Can we tell how an AI tool determined its output? Do we disclose when we have used AI (e.g., to grade a paper)?

Teacher Perspectives

'I am really transparent with my students about the fact that I run "
7,2,0.2880010415627366,"elementary, math, english, achievement, write, think, disadvantage, high, thing, regression, socioeconomic, know",usa,policy_the_new_ai_powered_classroom_implications_for_students_teachers_and_equity,VIII. Discussion,effect socioeconomic status account effect performance academic professor university chicago stress worry express load responsibility recognize trend critical thinking skill understood problem struggle complex analysis explanation year release chatgpt year pandemic shape environment factor exposure current picture present breadth necessary study direct effect usage metric help measure project apply begin integrate environment currently suggest free chatgpt inequality continue exist academic achievement imply deep serve barrier equity rapidly match speed effectiveness differ gap account organiz,"VIII. Discussion

The effects of a student 's socioeconomic status may account for many of the effects seen in student performance. In academic circles, professors at the University of Chicago stressed their worry. School teachers within the three districts of Antioch, Pittsburg, and Palo Alto expressed their optimism over AI as a tool that has lessened the load of their responsibilities and has complimented their teaching. However, Ms. Diaz recognized a trend of declining critical thinking skills in her students who were engaged and understood the answer to problems but struggled to give complex analysis and explanations. It has been about 3 years since the release of ChatGPT 's unrestricted access AI in 2022 and 6 years since the COVID-19 pandemic. Students' learning is being shaped by their environment, and one of the influential factors may be exposure to AI. With the current data, the full picture may still present itself as unclear. To understand the full breadth of AI in educati"
7,3,0.2849388771717754,"elementary, math, english, achievement, write, think, disadvantage, high, thing, regression, socioeconomic, know",usa,policy_guidetoaiinschools,Learning About AI Promotes Academic Integrity,academic integrity idea voice form plagiarism allow thinking counter growth mindset similarly business northeast try critical thinking skill difficult think learn quickly think disadvantage stay think aware couple sort sure lose ability basic interpretation critical thinking best user emphasize subject matter knowledge instruction instruction explain read literature math scientific principle study history possibly best thing help year feature distinguish user user,"Learning About AI Promotes Academic Integrity

their own process, their own ideas, and their own voices. All too often, AI - like other forms of plagiarism - allows non-engagement and lazy thinking and works counter to a growth mindset.' Similarly, a business teacher in the Northeast said, 'You're trying to develop your students' critical thinking skills. AI is not that difficult to use as a tool. I think anyone can learn how to use it pretty quickly. . . . I don't think . . . [they are] at a disadvantage for not using AI right now. It's a tool that's here to stay, and I think everyone should be aware of how it works and what goes on with it, but it has to be coupled with some sort of process to make sure students don't lose their ability to do basic interpretation of information, summarization, critical thinking - they have to have those.' THIS is KEY. The best way for students to become effective users of AI might be to emphasize what schools have always done - teach subject matter k"
7,4,0.2823815944420347,"elementary, math, english, achievement, write, think, disadvantage, high, thing, regression, socioeconomic, know",australia,policy_ahisa_member_survey_report_gen_ai_in_australian_independent_schools,5c. School leaders' concerns about generative AI,leader concern lack plagiarism check allow grade undermine public confidence achievement skill represent aspect equity delivery note failure regulatory body skill pace innovation write workforce point people leave demand high hard strike balance people assessment detection solution believe think assessment reflect world people enter adult think prepare save time compromise intellectual property add point ict submit feedback concern trust content prevent aspect reduction workload point protection deal ethical legal problem raise remedy educate significantly lack knowledge skill capability upski,"5c. School leaders' concerns about generative AI

access to generative AI tools, schools' lack of access to plagiarism checking software such as Turnitin when allowing students to use AI tools in their work would handicap those schools. It could also create grading inequities between students and across schools and undermine employer or public confidence in students' achievement. Teachers' skills also represent an aspect of equity in education delivery, and one respondent noted a failure of regulatory bodies to ensure teachers' skills keep pace with technology and innovation. Another respondent wrote:

'Our teacher workforce is at a point where people are leaving if the learning demands are too high. It is really hard to strike a balance. Many people don't want to change what they do for assessment but just want a detection solution that will be absolute. I don't believe this is possible and I think assessment needs to reflect this and the world that young people will enter as adults. "
7,5,0.28156318500747185,"elementary, math, english, achievement, write, think, disadvantage, high, thing, regression, socioeconomic, know",usa,policy_guidetoaiinschools,CASE STUDIES How to Create an AI Policy,study northeast partner previous instructional leader people emotional particular topic understandable know facilitate conversation people humanity versus problem build common consistent language realize term cheat plagiarism come unsure allow high principal supportive time faculty meeting structure conversation center core value discipline help strong directly core value group leader vocabulary list share large language write study help facilitate conversation draw line survey feeling capability research statement guideline collaborative determine ultimately guide principle yes revise meaning,"CASE STUDIES How to Create an AI Policy

Meredith Dutra, a technology integrator from the Northeast, described the process of establishing an AI policy, working with a partner in a previous role as instructional technology leader:

'People were feeling really anxious and emotional about this particular topic, which was understandable. As the technology integrator, I knew my role was not to be a cheerleader for the tool. My goal was to facilitate cross-discipline conversations so people wouldn't see this as a humanities versus STEAM problem. We also wanted to build a common understanding of what generative AI is and create consistent language to support our students. We realized that terms like 'cheating' or 'plagiarism' weren't resonating with students when it came to this new technology, and students were unsure of what they were and were not allowed to do. Our high school principal was very supportive, giving us dedicated time during faculty meetings. We structured the conversations "
8,1,0.29525508962139213,"cognitive, offload, load, metacognitive, memory, critical, paradox, performance, study, detrimental, thinking, outsource",australia,policy_ai_cognitive_offloading_and_implications_for_education,The good news is that research studies also suggest these harmful effects can be counteracted through,content knowledge strong metacognitive skill leverage accelerate critical thinking hong conversely lack skill experience disadvantage potentially harmful offload miss risk wider equity divide loble good news research study suggest harmful effect purposeful teaching strategy design strategy reinforce importance quality position extent scale shift knowledge skill acquisition raise fundamental solely literacy brings validate tackle harmful cognitive outsource solely responsibility ecosystem quality curriculum respond navigate nuance positive negative cognitive outsource depend good decision publi,"The good news is that research studies also suggest these harmful effects can be counteracted through Preface

levels of content knowledge and strong metacognitive skills are better able to leverage AI to accelerate and deepen their learning and critical thinking (Hong et al. 2025). Conversely, students lacking such skills, often those already experiencing disadvantage, are potentially more susceptible to harmful offloading and missing the learning they need. The unstructured use of AI risks even wider equity divides (Loble &amp; Stephens 2024).

The good news is that research studies also suggest these harmful effects can be counteracted through

purposeful teaching and learning strategies and effective design of AI education technology. These strategies reinforce the importance of quality teaching, with AI in a subsidiary, supporting position. So, while the extent and scale to which students shift their knowledge and skill acquisition to AI raises fundamental questions for teaching a"
8,2,0.2685898100583064,"cognitive, offload, load, metacognitive, memory, critical, paradox, performance, study, detrimental, thinking, outsource",australia,policy_ai_cognitive_offloading_and_implications_for_education,Responding to the challenge,respond network quality bring leader industry social purpose research commit harness edtech potential improve outcome especially experience disadvantage counter risk undermine positive recent forum network harmful cognitive offload critical leverage point emerge strategy help deploy draw substantial evidence know best explicitly structure scaffold design amplify expertise build cognitive effort knowledge outline promise pathway evidence align priority explicit strategy help offload task building capability critical thinking bring clear metacognitive prompt encourage deep inquiry reflection hel,"Responding to the challenge

The Australian Network for Quality Digital Education has brought together leaders across education, government, industry, social purpose, research and philanthropy committed to harnessing edtech's potential to improve learning outcomes, especially for those students experiencing disadvantage, while countering risks that undermine positive impact. At a recent forum, the Network considered the challenge of AI and harmful cognitive offloading. Two critical leverage points emerged:

1. strategies to help teachers most effectively deploy AI, drawing on the substantial evidence of what already is known to work best in teaching and learning and by explicitly structuring and scaffolding the student use of AI; and
2. educational design of AI tools so that they amplify teacher expertise to build, not relinquish, the student cognitive effort required for lasting knowledge. This report outlines specific promising pathways, backed by evidence, that align with these prio"
8,3,0.224853471312158,"cognitive, offload, load, metacognitive, memory, critical, paradox, performance, study, detrimental, thinking, outsource",australia,policy_ai_cognitive_offloading_and_implications_for_education,Appendix: Annotated bibliography,annotate bastani harm automation augmentation framework adaptive content creation proceeding international workshop augment reality workshop proceeding vol conference paper review propose framework augmentation automation analysis empirical evidence identifies common characteristic successful improvement pedagogical critically paper identifies significant literature cognitive offloading effect reduce independent paper argue framework address risk educator oversight science drive deployment cognitive risk literacy trust critical thinking journal doi survey study high context analysis relationsh,"Appendix: Annotated bibliography

that Bastani et al. (2025) found was harmed . Kolhatin, A. O. (2025). From automation to augmentation: A human-centered framework for generative AI in adaptive educational content creation. In Proceedings of the 8th International Workshop on Augmented Reality in Education (AREdu 2025) (CEUR Workshop Proceedings, Vol. 4060, pp. 58-69). CEUR-WS.org. This conference paper reviews implementations of generative AI in education, proposing a human-centred framework that prioritises augmentation over automation. The analysis of empirical evidence identifies common characteristics of successful implementations (25-60% learning improvements), such as pedagogical primacy and human-in-the-loop architectures. Critically, the paper also identifies significant challenges from the literature, including a finding that cognitive offloading effects reduced independent problem-solving by 35% . The paper argues for a framework that addresses these risks by maintaining educ"
8,4,0.21865921113633235,"cognitive, offload, load, metacognitive, memory, critical, paradox, performance, study, detrimental, thinking, outsource",australia,policy_ai_cognitive_offloading_and_implications_for_education,Appendix: Annotated bibliography,annotate assistance agency strategy context result demonstrate rely learn assistance remove strategy match performance achieve critically combine assistance strategy prompt assistance conclude potentially reduction cognitive load override learner regulatory pose significant agency hui worth effort start difficulty framework psychology review theoretical paper present framework regulation effort skill invest effort learn value effort relative framework theoretical basis difficulty encourage bypass liu chatgpt systematic review experimental study widely systematic review publish review positive ,"Appendix: Annotated bibliography

of AI assistance on student agency, operationalised as self-regulated learning (SRL) strategies in a peer-feedback context. The results demonstrate a tendency for students to rely on rather than learn from the AI. When AI assistance was removed, students who employed SRL strategies could not match the performance achieved with AI. Critically, a hybrid human-AI approach, which combined AI assistance with SRL strategy prompts, was not more effective than AI assistance alone. The authors conclude that the dominance of the AI support, potentially due to its reduction of cognitive load, may override or supplant the learner's own regulatory processes, posing a significant challenge to fostering student agency. de Bruin, A. B. H., Biwer, F., Hui, L., Onan, E., David, L., &amp; Wiradhany, W. (2023). Worth the effort: The Start and Stick to Desirable Difficulties (S2D2) framework. Educational Psychology Review, 35 (2), Article 41. https://doi.org/10.1007/s10648"
8,5,0.2133231692467072,"cognitive, offload, load, metacognitive, memory, critical, paradox, performance, study, detrimental, thinking, outsource",australia,policy_ai_cognitive_offloading_and_implications_for_education,Appendix: Annotated bibliography,strategy focus verification mindset learner cognitive agency continuously evaluate output consequence cognitive offload boost performance diminish memory journal experimental psychology study prior release chatgpt experiment cognitive offload participant study evident negative effect offload orientation learner cognitive load theory propose kalyuga plass suggest learner factor cognition modern distribute cognition today frontier review potential risk advance particularly offload cognitive task argue place offload offloading remain significant potential risk paper publish predict performance pa,"Appendix: Annotated bibliography

strategies focused on a 'verification mindset,' where the human (the learner) maintains primary cognitive agency and continuously evaluates and corrects the AI output. Grinschgl, S., Papenmeier, F., &amp; Meyerhoff, H. S. (2021). Consequences of cognitive offloading: Boosting performance but diminishing memory. Quarterly Journal of Experimental Psychology, 74 (9), 1477-1496. https://doi. org/10.1177/17470218211008060

This study, carried out prior to the release of ChatGPT, includes three experiments on cognitive offloading, each with 172 participants. Across these studies, it is evident that the negative effects of offloading are related to the goal orientation of the learner. This pre-AI finding anticipates the goal-driven reframing of Cognitive Load Theory proposed by Kalyuga &amp; Plass (2025), suggesting that why a learner offloads is the determinative factor. Grinschgl, S., &amp; Neubauer, A. C. (2022). Supporting cognition with modern technology"
